0.030289532,0.015144766,0.060579065
0.08030411,0.040152055,0.16060822
0.022518213,0.011259107,0.045036427
0.043891734,0.021945867,0.087783467
0.028152141,0.014076071,0.056304283
0.000136855,6.84E-05,0.00027371
0.017867959,0.008933979,0.035735918
0.014502307,7.25E-03,0.029004614
0.04109589,0.020547945,0.082191781
0.002947679,0.001473839,0.005895357
0.021371444,0.010685722,0.042742887
0.00729308,0.00364654,0.01458616
0.028329418,0.014164709,0.056658837
0.033227191,0.016613595,0.066454382
0.024602026,0.012301013,0.049204052
0.458893988,0.229446994,0.917787975
0.030287421,0.015143711,0.060574843
0.019672131,0.009836066,0.039344262
0.031700288,0.015850144,0.063400576
0.032258065,0.016129032,0.064516129
0.032327432,0.016163716,0.064654863
0.026455816,0.013227908,0.052911632
0.033144275,0.016572138,0.06628855
0.020911995,0.010455998,0.041823991
0.026733048,0.013366524,0.053466097
0.019739845,0.009869922,0.03947969
0.69052699,0.345263495,1.381053979
0.027991666,0.013995833,0.055983332
0.022147084,0.011073542,0.044294167
0.026371062,0.013185531,0.052742124
0.017978848,0.008989424,0.035957697
0.025611838,0.012805919,0.051223677
0.03628692,0.01814346,0.07257384
0.025678383,0.012839191,0.051356766
0.032967033,0.016483516,0.065934066
0.028058051,0.014029026,0.056116102
0.052533532,0.026266766,0.105067064
0.039693791,0.019846895,0.079387582
0.026010584,0.013005292,0.052021169
0.026021902,0.013010951,0.052043804
0.024489294,0.012244647,0.048978587
0.022405768,0.011202884,0.044811536
