46500
141400
138100
121700
37000
58600
71700
98300
39000
27000
57000
35900
74100
70400
134700
110000
99100
80000
57500
107000
95000
119300
176600
265000
129500
46300
122600
69800
154500
92400
148300
119200
66400
254100
135700
71700
89500
60200
215500
47100
51200
88900
139100
103700
103100
11300
138100
