4490
8418
13589
134192
4101
6678
14614
2936
3302
6068
2263
6785
7627
11792
14049
7223
8983
9707
14335
11451
10788
13951
20109
16926
6886
18479
8764
11039
5915
4285
17020
5271
5925
5491
7235
5368
4416
7054
8881
9223
8126
21914
